round,pre_train:ts,pre_train:eval:loss,pre_train:eval:acc,pre_train:eval:f1 micro,pre_train:eval:precision micro,pre_train:eval:recall micro,pre_train:eval:f1 macro,pre_train:eval:precision macro,pre_train:eval:recall macro,pre_train:eval:f1 weighted,pre_train:eval:precision weighted,pre_train:eval:recall weighted,pre_train:te,post_train:ts,post_train:eval:loss,post_train:eval:acc,post_train:eval:f1 micro,post_train:eval:precision micro,post_train:eval:recall micro,post_train:eval:f1 macro,post_train:eval:precision macro,post_train:eval:recall macro,post_train:eval:f1 weighted,post_train:eval:precision weighted,post_train:eval:recall weighted,post_train:te
10,1682524068.6541798,0.13987173996865748,0.9612612717681461,0.9606666666666664,0.9627777777777771,0.9573333333333333,0.9454444444444448,0.9493333333333331,0.949444444444444,0.9618888888888883,0.9687777777777771,0.9573333333333333,403.1561558485031,1682524068.6541798,0.13987173996865748,0.9612612717681461,0.9606666666666664,0.9627777777777771,0.9573333333333333,0.9454444444444448,0.9493333333333331,0.949444444444444,0.9618888888888883,0.9687777777777771,0.9573333333333333,403.1561558485031
11,1682524112.7473714,0.13397038227154148,0.9628628730773926,0.9626666666666666,0.9644444444444438,0.9585555555555555,0.9474444444444448,0.9512222222222219,0.9508888888888886,0.9633333333333327,0.9701111111111101,0.9585555555555555,447.24934684700435,1682524112.7473714,0.13397038227154148,0.9628628730773926,0.9626666666666666,0.9644444444444438,0.9585555555555555,0.9474444444444448,0.9512222222222219,0.9508888888888886,0.9633333333333327,0.9701111111111101,0.9585555555555555,447.24934684700435
12,1682524152.0437222,0.1283017920433647,0.9641641736030578,0.9637777777777773,0.965777777777777,0.960222222222222,0.9496666666666668,0.9532222222222219,0.952777777777778,0.9645555555555549,0.9707777777777769,0.960222222222222,486.5456972969903,1682524152.0437222,0.1283017920433647,0.9641641736030578,0.9637777777777773,0.965777777777777,0.960222222222222,0.9496666666666668,0.9532222222222219,0.952777777777778,0.9645555555555549,0.9707777777777769,0.960222222222222,486.5456972969903
13,1682524195.3063939,0.12457012958410714,0.9660660756958855,0.9652222222222218,0.9665555555555551,0.9618888888888887,0.9513333333333333,0.9542222222222219,0.9540000000000002,0.965666666666666,0.971777777777777,0.9618888888888887,529.8083692895042,1682524195.3063939,0.12457012958410714,0.9660660756958855,0.9652222222222218,0.9665555555555551,0.9618888888888887,0.9513333333333333,0.9542222222222219,0.9540000000000002,0.965666666666666,0.971777777777777,0.9618888888888887,529.8083692895042
14,1682524234.4388452,0.12033891162524621,0.9675675782892439,0.9665555555555548,0.9676666666666661,0.9639999999999996,0.9527777777777777,0.9547777777777775,0.9563333333333331,0.9666666666666659,0.9728888888888882,0.9639999999999996,568.9408198780484,1682524234.4388452,0.12033891162524621,0.9675675782892439,0.9665555555555548,0.9676666666666661,0.9639999999999996,0.9527777777777777,0.9547777777777775,0.9563333333333331,0.9666666666666659,0.9728888888888882,0.9639999999999996,568.9408198780484
15,1682524273.3942773,0.11712605905615621,0.9686686807208591,0.9677777777777775,0.9687777777777774,0.9654444444444443,0.9543333333333334,0.9568888888888889,0.9576666666666664,0.9679999999999995,0.9737777777777772,0.9654444444444443,607.8962524414062,1682524273.3942773,0.11712605905615621,0.9686686807208591,0.9677777777777775,0.9687777777777774,0.9654444444444443,0.9543333333333334,0.9568888888888889,0.9576666666666664,0.9679999999999995,0.9737777777777772,0.9654444444444443,607.8962524414062
16,1682524312.4837568,0.11348638649409017,0.9693693810039097,0.9684444444444441,0.9696666666666661,0.9662222222222219,0.9552222222222222,0.9578888888888887,0.958222222222222,0.9686666666666661,0.9739999999999995,0.9662222222222219,646.9857320573594,1682524312.4837568,0.11348638649409017,0.9693693810039097,0.9684444444444441,0.9696666666666661,0.9662222222222219,0.9552222222222222,0.9578888888888887,0.958222222222222,0.9686666666666661,0.9739999999999995,0.9662222222222219,646.9857320573594
17,1682524350.6396964,0.11103568616219693,0.9709709829754299,0.970222222222222,0.9709999999999995,0.9674444444444442,0.9568888888888891,0.9594444444444441,0.9595555555555555,0.9705555555555551,0.9753333333333327,0.9674444444444442,685.1416718271043,1682524350.6396964,0.11103568616219693,0.9709709829754299,0.970222222222222,0.9709999999999995,0.9674444444444442,0.9568888888888891,0.9594444444444441,0.9595555555555555,0.9705555555555551,0.9753333333333327,0.9674444444444442,685.1416718271043
18,1682524389.931799,0.10939442639549574,0.9711711830563016,0.9699999999999996,0.9707777777777774,0.967333333333333,0.956777777777778,0.9589999999999995,0.9594444444444444,0.9702222222222217,0.9753333333333328,0.967333333333333,724.4337750620313,1682524389.931799,0.10939442639549574,0.9711711830563016,0.9699999999999996,0.9707777777777774,0.967333333333333,0.956777777777778,0.9589999999999995,0.9594444444444444,0.9702222222222217,0.9753333333333328,0.967333333333333,724.4337750620313
19,1682524428.1923127,0.10744732818566263,0.9721721834606595,0.971333333333333,0.9718888888888884,0.9687777777777773,0.9582222222222223,0.9602222222222218,0.9606666666666664,0.9717777777777774,0.9763333333333329,0.9687777777777773,762.6942876762814,1682524428.1923127,0.10744732818566263,0.9721721834606595,0.971333333333333,0.9718888888888884,0.9687777777777773,0.9582222222222223,0.9602222222222218,0.9606666666666664,0.9717777777777774,0.9763333333333329,0.9687777777777773,762.6942876762814
